"Ju CKD"
"Over-expression in Diabetic Nephropathy vs. Healthy Living Donor"
"Gene Rank","Gene Name","Gene Symbol","Reporter ID","t-Test","P-value","Q-value","Fold Change"
"10859","rhodopsin","RHO","6010","-3.657085","0.9991862170573081","1.6093307136889765","-1.1584615"
"10860","coagulation factor XIII, B polypeptide","F13B","2165","-3.4741857","0.9991870077356535","1.6091841114199026","-1.1170725"
"10861","tankyrase, TRF1-interacting ankyrin-related ADP-ribose polymerase 2","TNKS2","80351","-3.578754","0.9991872241996513","1.609036611406403","-1.2217848"
"10862","epidermal growth factor receptor pathway substrate 15","EPS15","2060","-3.7743726","0.9991891751870511","1.608891931419701","-1.2435749"
"10863","chitinase 3-like 1 (cartilage glycoprotein-39)","CHI3L1","1116","-3.9212666","0.9991906377003851","1.6087464915464493","-2.762268"
"10864","integrin beta 1 binding protein (melusin) 2","ITGB1BP2","26548","-3.484197","0.999192253137732","1.60860132458391","-1.2206858"
"10865","solute carrier family 5 (sodium iodide symporter), member 5","SLC5A5","6528","-3.65004","0.9991925156798941","1.6084540064586244","-1.2347009"
"10866","aspartoacylase (Canavan disease)","ASPA","443","-3.8836284","0.9991972579257323","1.608313925949519","-2.1204658"
"10867","HGF activator","HGFAC","3083","-3.6151636","0.9991976789496886","1.6081669163407888","-1.1292369"
"10868","protein arginine methyltransferase 8","PRMT8","56341","-3.6104567","0.999200333295132","1.6080235278361747","-1.142337"
"10869","keratin 37","KRT37","8688","-3.5833948","0.9992025263979513","1.607879423446281","-1.153584"
"10870","zinc finger and BTB domain containing 32","ZBTB32","27033","-3.5776932","0.9992027552650659","1.60773218502991","-1.1061198"
"10871","breast cancer anti-estrogen resistance 3","BCAR3","8412","-3.9155452","0.9992056519023688","1.607589265732772","-1.5022247"
"10872","claudin 9","CLDN9","9080","-3.6039834","0.999210815716943","1.6074500199238975","-1.1502846"
"10873","ras responsive element binding protein 1","RREB1","6239","-3.498578","0.9992145453506037","1.6073084926908985","-1.134664"
"10874","F-box protein 34","FBXO34","55030","-3.7876847","0.9992152864641305","1.607162184624834","-1.2123377"
"10875","tumor protein p73","TP73","7161","-3.529092","0.9992153610604572","1.6070148314650976","-1.1504538"
"10876","retinol binding protein 4, plasma","RBP4","5950","-3.547081","0.9992208091108686","1.6068761465534631","-2.5688207"
"10877","nuclear factor (erythroid-derived 2)-like 3","NFE2L3","9603","-3.815683","0.9992264228374204","1.6067377534927951","-1.5745718"
"10878","solute carrier family 13 (sodium-dependent dicarboxylate transporter), member 2","SLC13A2","9058","-3.7758934","0.9992300713176175","1.6065962260328304","-1.4910752"
"10879","chromosome 7 open reading frame 68","C7orf68","29923","-3.5491545","0.9992304813487257","1.6064495181250336","-1.3215007"
"10880","chromosome 14 open reading frame 135","C14orf135","64430","-3.887433","0.9992308989474779","1.6063028492939964","-1.562056"
"10881","PHD finger protein 10","PHF10","55274","-3.677282","0.9992309813964716","1.6061556686478318","-1.3862538"
"10882","adducin 1 (alpha)","ADD1","118","-3.9402213","0.999232317432199","1.6060105298151446","-1.2009665"
"10883","nuclear factor of activated T-cells, cytoplasmic, calcineurin-dependent 3","NFATC3","4775","-3.766116","0.9992335631631839","1.6058652724703029","-1.2151762"
"10884","KN motif and ankyrin repeat domains 1","KANK1","23189","-4.0171933","0.9992346872364384","1.6057198462632305","-1.7198987"
"10885","oxidative-stress responsive 1","OXSR1","9943","-3.902668","0.9992350439955229","1.6055732137980867","-1.4823277"
"10886","phosphoinositide-3-kinase, regulatory subunit 1 (alpha)","PIK3R1","5295","-3.6811016","0.9992356600992385","1.605427024893148","-1.3397942"
"10887","replication factor C (activator 1) 1, 145kDa","RFC1","5981","-3.9018106","0.9992360883723486","1.6052805610359444","-1.3872434"
"10888","peptidyl arginine deiminase, type I","PADI1","29943","-3.671618","0.9992372549159021","1.6051353099542678","-1.1976417"
"10889","suppressor of cytokine signaling 5","SOCS5","9655","-3.7860115","0.9992398326924445","1.604992352236114","-1.3324376"
"10890","exportin 7","XPO7","23039","-3.903771","0.999242451881113","1.604849487228101","-1.2925563"
"10891","PHD finger protein 3","PHF3","23469","-3.5823958","0.9992428185343095","1.6047030310107058","-1.1447585"
"10892","retinal G protein coupled receptor","RGR","5995","-3.571607","0.9992428440043482","1.6045560537667622","-1.2137516"
"10893","retinol binding protein 3, interstitial","RBP3","5949","-3.6019273","0.9992449738272755","1.604412482252717","-1.1094867"
"10894","phosphoenolpyruvate carboxykinase 2 (mitochondrial)","PCK2","5106","-3.9476075","0.9992511236657466","1.604275391086337","-2.3481307"
"10895","integrin alpha FG-GAP repeat containing 2","ITFG2","55846","-3.6256325","0.9992531089785128","1.604131639592086","-1.1558174"
"10896","golgi phosphoprotein 3 (coat-protein)","GOLPH3","64083","-3.871036","0.9992533632713692","1.603985135823545","-1.2159741"
"10897","forkhead box D2","FOXD2","2306","-3.8691866","0.9992541070007862","1.603839444450804","-1.4063729"
"10898","trace amine associated receptor 5","TAAR5","9038","-3.5209734","0.9992548235363533","1.6036937361158927","-1.157915"
"10899","myogenic differentiation 1","MYOD1","4654","-3.487296","0.9992586686610949","1.6035530750433082","-1.1749282"
"10900","chromosome 2 open reading frame 72","C2orf72","257407","-3.8921103","0.9992600407507969","1.6034084715040937","-1.2069217"
"10901","SUMO1/sentrin/SMT3 specific peptidase 2","SENP2","59343","-3.7668633","0.9992609535350672","1.6032631575072431","-1.2273657"
"10902","zinc finger and BTB domain containing 38","ZBTB38","253461","-3.8506136","0.9992647852308996","1.6031225529283275","-1.3727455"
"10903","chromosome 2 open reading frame 54","C2orf54","79919","-3.7569396","0.999264995824507","1.6029761652769665","-1.3374305"
"10904","transglutaminase 4 (prostate)","TGM4","7047","-3.67142","0.9992664198056326","1.6028317507031504","-1.1056503"
"10905","guanylate cyclase activator 1A (retina)","GUCA1A","2978","-3.6006749","0.9992693471182906","1.6026897736953036","-1.1324828"
"10906","serpin peptidase inhibitor, clade I (pancpin), member 2","SERPINI2","5276","-3.636275","0.9992731921703846","1.6025492944615545","-1.2523106"
"10907","CASP2 and RIPK1 domain containing adaptor with death domain","CRADD","8738","-3.9256136","0.9992769572857209","1.6024087127490236","-1.2513365"
"10908","cysteine-rich secretory protein 1","CRISP1","167","-3.6179564","0.9992771398080809","1.6022624123516818","-1.1194751"
"10909","potassium voltage-gated channel, subfamily G, member 1","KCNG1","3755","-3.7172575","0.99927815807538","1.6021174786486632","-1.1504939"
"10910","solute carrier family 13 (sodium-dependent dicarboxylate transporter), member 3","SLC13A3","64849","-4.079137","0.9992794136803673","1.6019729519414432","-2.725944"
"10911","megakaryoblastic leukemia (translocation) 1","MKL1","57591","-3.551863","0.9992820507500376","1.6018306661327883","-1.1735811"
"10912","solute carrier family 28 (sodium-coupled nucleoside transporter), member 1","SLC28A1","9154","-3.919196","0.9992827581688128","1.601685313436194","-1.4137349"
"10913","erythrocyte membrane protein band 4.9 (dematin)","EPB49","2039","-3.6478477","0.9992827608574119","1.6015388578591678","-1.2863059"
"10914","one cut homeobox 2","ONECUT2","9480","-3.5307992","0.9992829259699496","1.6013926893549701","-1.1681583"
"10915","heat shock 22kDa protein 8","HSPB8","26353","-3.996599","0.9992842250092657","1.6012483645764675","-1.6461452"
"10916","myotubularin 1","MTM1","4534","-3.7758164","0.9992847237930094","1.6011027839766045","-1.22137"
"10917","serine peptidase inhibitor, Kazal type 4","SPINK4","27290","-3.6244109","0.9992882180770793","1.6009620290893025","-1.2239066"
"10918","ArfGAP with GTPase domain, ankyrin repeat and PH domain 2","AGAP2","116986","-3.5763292","0.9992885381890387","1.600816215047919","-1.1083463"
"10919","potassium voltage-gated channel, KQT-like subfamily, member 3","KCNQ3","3786","-3.544744","0.9992909035046034","1.6006737036853576","-1.1911725"
"10920","LanC lantibiotic synthetase component C-like 1 (bacterial)","LANCL1","10314","-3.9837742","0.9992916298931338","1.600528593359861","-1.322467"
"10921","ATPase, H+/K+ exchanging, beta polypeptide","ATP4B","496","-3.6588435","0.999292940241647","1.6003844447747944","-1.1488348"
"10922","RAB40B, member RAS oncogene family","RAB40B","10966","-3.76427","0.9992949775364589","1.6002414866406136","-1.3122042"
"10923","T cell receptor alpha variable 8-3","TRAV8-3","28683","-3.5865593","0.9992964936869363","1.6000977201581337","-1.1814466"
"10924","DEP domain containing 5","DEPDC5","9681","-3.5074883","0.9992965624433968","1.599951662550965","-1.1395658"
"10925","aminolevulinate dehydratase","ALAD","210","-3.9517486","0.999296773601548","1.5998058596012361","-1.309207"
"10926","phosphoinositide-3-kinase interacting protein 1","PIK3IP1","113791","-3.8281355","0.9992975743183036","1.5996610270414564","-1.4180871"
"10927","piwi-like 1 (Drosophila)","PIWIL1","9271","-3.5169291","0.9993042900918229","1.599525688807249","-1.1105503"
"10928","YY2 transcription factor","YY2","404281","-3.8596368","0.9993043316673365","1.599379693282203","-1.2213496"
"10929","calcium channel, voltage-dependent, gamma subunit 5","CACNG5","27091","-3.6530557","0.9993053111357073","1.5992352253721278","-1.1290628"
"10930","pyruvate dehydrogenase (lipoamide) alpha 2","PDHA2","5161","-3.5865676","0.999306864975998","1.5990917029520968","-1.1287235"
"10931","histone cluster 1, H3i","HIST1H3I","8354","-3.6732433","0.999310313409523","1.5989512381895845","-1.1206921"
"10932","StAR-related lipid transfer (START) domain containing 13","STARD13","90627","-3.7788067","0.999312394409482","1.5988086113021445","-1.3604884"
"10933","calcium/calmodulin-dependent protein kinase II beta","CAMK2B","816","-3.6762109","0.9993127409398932","1.5986632357113462","-1.1481217"
"10934","triggering receptor expressed on myeloid cells-like 2","TREML2","79865","-3.709738","0.9993151510330246","1.5985211875655585","-1.2024891"
"10935","splicing factor 3b, subunit 4, 49kDa","SF3B4","10262","-3.5834434","0.9993190642077695","1.5983815694807062","-1.2012497"
"10936","peroxisomal biogenesis factor 19","PEX19","5824","-3.903592","0.9993211477807015","1.5982390507484583","-1.2992083"
"10937","chromosome 1 open reading frame 9","C1orf9","51430","-3.9595125","0.9993226472630451","1.5980956239579736","-1.4497874"
"10938","secreted frizzled-related protein 5","SFRP5","6425","-3.5246286","0.9993228714740927","1.5979501841370698","-1.0953223"
"10939","SH3 domain containing, Ysc84-like 1 (S. cerevisiae)","SH3YL1","26751","-3.942994","0.9993235606699291","1.597805514309601","-1.6841284"
"10940","NK2 transcription factor related, locus 5 (Drosophila)","NKX2-5","1482","-3.7558074","0.9993243216162937","1.5976609855850388","-1.1537728"
"10941","WD repeat domain 26","WDR26","80232","-3.8308313","0.9993243223181145","1.597515267901276","-1.3485253"
"10942","WW domain containing E3 ubiquitin protein ligase 2","WWP2","11060","-3.6866887","0.9993246123242193","1.5973700392345274","-1.151667"
"10943","crystallin, zeta (quinone reductase)-like 1","CRYZL1","9946","-3.9636753","0.9993317466161246","1.5972357763031932","-1.2968934"
"10944","A kinase (PRKA) anchor protein 7","AKAP7","9465","-3.6746724","0.9993326907538922","1.597091645011714","-1.1575782"
"10945","dicarbonyl/L-xylulose reductase","DCXR","51181","-3.955503","0.9993337344008711","1.5969476990193352","-1.943352"
"10946","chemokine (C-X-C motif) ligand 14","CXCL14","9547","-3.8982458","0.9993337785007171","1.5968021821298268","-3.6548269"
"10947","Ras-like without CAAX 2","RIT2","6014","-3.5795958","0.9993357573678097","1.5966597829886602","-1.1539209"
"10948","pleckstrin 2","PLEK2","26499","-3.6401925","0.9993371617089812","1.596516491958191","-1.3955387"
"10949","glutamate receptor, ionotrophic, AMPA 3","GRIA3","2892","-3.6353543","0.9993397747140109","1.5963751578028134","-1.1236495"
"10950","ring finger protein 17","RNF17","56163","-3.5560305","0.9993398084327223","1.5962297295543904","-1.0885004"
"10951","aldehyde dehydrogenase 1 family, member L1","ALDH1L1","10840","-4.0729027","0.999339943654355","1.5960844899243556","-2.6859133"
"10952","glutathione S-transferase alpha 4","GSTA4","2941","-3.8940768","0.9993427951151242","1.5959436145770192","-1.4569834"
"10953","pyruvate carboxylase","PC","5091","-4.13116","0.9993429481287187","1.5957984558903109","-2.3367689"
"10954","sialidase 2 (cytosolic sialidase)","NEU2","4759","-3.9711068","0.9993433247452271","1.5956536806786552","-1.1711712"
"10955","transcription factor Dp-1","TFDP1","7027","-3.693044","0.9993463540388866","1.5955131669921265","-1.230558"
"10956","zinc finger, CCHC domain containing 14","ZCCHC14","23174","-3.8221552","0.999346908593256","1.5953687282005644","-1.249002"
"10957","myosin IXA","MYO9A","4649","-3.9390314","0.9993503032672053","1.5952288493045819","-1.266817"
"10958","phosphodiesterase 4A, cAMP-specific (phosphodiesterase E2 dunce homolog, Drosophila)","PDE4A","5141","-3.7042313","0.9993505061531684","1.5950839014066647","-1.0934526"
"10959","solute carrier family 25 (mitochondrial carrier; citrate transporter), member 1","SLC25A1","6576","-3.838664","0.999350840028933","1.594939188962585","-1.2290195"
"10960","potassium voltage-gated channel, shaker-related subfamily, member 4","KCNA4","3739","-3.61509","0.9993519602455307","1.5947957577368133","-1.2951834"
"10961","glucagon","GCG","2641","-3.6979997","0.9993529402900303","1.5946521289569702","-1.1223685"
"10962","WW domain containing oxidoreductase","WWOX","51741","-3.853142","0.999356261494143","1.594512261739449","-1.3172796"
"10963","histone deacetylase 11","HDAC11","79885","-3.8408113","0.9993596201721188","1.5943724797703192","-1.2311577"
"10964","chloride channel accessory 1","CLCA1","1179","-3.7203298","0.9993639533781318","1.5942342778609733","-1.2399193"
"10965","C-type lectin domain family 4, member E","CLEC4E","26253","-3.5458424","0.9993647876656607","1.5940905199686966","-1.2857994"
"10966","nitric oxide synthase 1 (neuronal)","NOS1","4842","-3.670032","0.9993725243949292","1.5939577973491605","-1.1781139"
"10967","serpin peptidase inhibitor, clade B (ovalbumin), member 7","SERPINB7","8710","-3.6317446","0.9993737783892571","1.5938147601299828","-1.153182"
"10968","solute carrier family 4, sodium bicarbonate cotransporter, member 4","SLC4A4","8671","-3.8856406","0.999376307471909","1.5936737822818803","-1.6525825"
"10969","solute carrier family 34 (sodium phosphate), member 1","SLC34A1","6569","-4.0254006","0.9993787622157501","1.5935327115498046","-2.5134928"
"10970","gephyrin","GPHN","10243","-4.089208","0.9993798990587937","1.5933895652509302","-1.6737185"
"10971","chromosome 21 open reading frame 33","C21orf33","8209","-4.05239","0.9993817478746041","1.593247580043495","-1.6051923"
"10972","SAM and SH3 domain containing 1","SASH1","23328","-3.9456382","0.999382691127487","1.593104177116095","-1.7081089"
"10973","cytochrome b5 type A (microsomal)","CYB5A","1528","-4.202014","0.9993835217209875","1.5929606206987765","-1.7968493"
"10974","hypocretin (orexin) neuropeptide precursor","HCRT","3060","-3.5934224","0.9993836760017714","1.5928160124836817","-1.155851"
"10975","ProSAPiP1 protein","ProSAPiP1","9762","-3.9446635","0.9993843682073391","1.5926722878314268","-1.2835115"
"10976","LSM14A, SCD6 homolog A (S. cerevisiae)","LSM14A","26065","-3.627382","0.9993969331969371","1.592547508695583","-1.2741753"
"10977","transmembrane protein 40","TMEM40","55287","-3.8791265","0.9993973739195745","1.592403433880762","-1.1797025"
"10978","aldehyde dehydrogenase 2 family (mitochondrial)","ALDH2","217","-4.1631956","0.9993986150412244","1.5922606604697338","-1.7049729"
"10979","host cell factor C1 (VP16-accessory protein)","HCFC1","3054","-3.7788682","0.9993988273468843","1.5921162740327979","-1.1055809"
"10980","guanidinoacetate N-methyltransferase","GAMT","2593","-3.7226107","0.9993992270516366","1.5919722123542703","-1.2092744"
"10981","calcium/calmodulin-dependent protein kinase IV","CAMK4","814","-3.8109434","0.9993995513105615","1.5918280566903136","-1.189306"
